,numChapter,Chapter,numSubChapter,subChapter,Type,numSubTitle,subTitle,content,Ref
30,11.3,11.3 PERFORM QUALITATIVE RISK ANALYSIS,11.3.2,11.3 PERFORM QUALITATIVE RISK ANALYSIS Tools and Techniques,Tools and Techniques,11.3.2.3 Data analysis,11.3.2,"11.3.2.3 DATA ANALY SIS
Data analysis techniques that can be used during this process include but are not limited to:
uuRisk data quality assessment. Risk data quality assessment evaluates the degree to which the data about 
individual project risks is accurate and reliable as a basis for qualitative risk analysis. The use of low-quality risk data may lead to a qualitative risk analysis that is of little use to the project. If data quality is unacceptable, it may be necessary to gather better data. Risk data quality may be assessed via a questionnaire measuring the project’s stakeholder perceptions of various characteristics, which may include completeness, objectivity, relevancy, and timeliness. A weighted average of selected data quality characteristics can then be generated to give an overall quality score.
uuRisk probability and impact assessment. Risk probability assessment considers the likelihood that a speciﬁc risk will occur. Risk impact assessment considers the potential effect on one or more project objectives such as schedule, cost, quality, or performance. Impacts will be negative for threats and positive for opportunities. Probability and impact are assessed for each identiﬁed individual project risk. Risks can be assessed in interviews or meetings with participants selected for their familiarity with the types of risk recorded in the risk register. Project team members and knowledgeable persons external to the project are included. The level of probability for each risk and its impact on each objective are evaluated during the interview or meeting. Differences in the levels of probability and impact perceived by stakeholders are to be expected, and such differences should be explored. Explanatory detail, including assumptions justifying the levels assigned, are also recorded. Risk probabilities and impacts are assessed using the deﬁnitions given in the risk management plan (see Table 11-1). Risks with low probability and impact may be included within the risk register as part of a watch list for future monitoring.
uuAssessment of other risk parameters. The project team may consider other characteristics of risk (in addition to probability and impact) when prioritizing individual project risks for further analysis and action. These characteristics may include but are not limited to:424 Part 1 - Guideu nUrgency. The period of time within which a response to the risk is to be implemented in order to be effective. 
A short period indicates high urgency.
u nProximity. The period of time before the risk might have an impact on one or more project objectives. A short 
period indicates high proximity.
u nDormancy. The period of time that may elapse after a risk has occurred before its impact is discovered. A 
short period indicates low dormancy.
u nManageability. The ease with which the risk owner (or owning organization) can manage the occurrence or 
impact of a risk. Where management is easy, manageability is high.
u nControllability. The degree to which the risk owner (or owning organization) is able to control the risk’s 
outcome. Where the outcome can be easily controlled, controllability is high.
u nDetectability. The ease with which the results of the risk occurring, or being about to occur, can be detected and recognized. Where the risk occurrence can be detected easily, detectability is high.
u nConnectivity. The extent to which the risk is related to other individual project risks. Where a risk is connected 
to many other risks, connectivity is high.
u nStrategic impact. The potential for the risk to have a positive or negative effect on the organization’s strategic 
goals. Where the risk has a major effect on strategic goals, strategic impact is high.
u nPropinquity. The degree to which a risk is perceived to matter by one or more stakeholders. Where a risk is 
perceived as very signiﬁcant, propinquity is high.
The consideration of some of these characteristics can provide a more robust prioritization of risks than is possible 
by only assessing probability and impact.
11.3.2.4",[]
31,11.3,11.3 PERFORM QUALITATIVE RISK ANALYSIS,11.3.2,11.3 PERFORM QUALITATIVE RISK ANALYSIS Tools and Techniques,Tools and Techniques,11.3.2.4 Interpersonal and team skills,11.3.2,"11.3.2.4 INT ERPERSONAL  AND TEAM S KILLS
Interpersonal and team skills that can be used for this process include but are not limited to facilitation (see Section 
4.1.2.3). Facilitation improves the effectiveness of the qualitative analysis of individual project risks. A skilled facilitator 
can help participants remain focused on the risk analysis task, follow the method associated with the technique accurately, reach consensus on assessments of probability and impacts, identify and overcome sources of bias, and resolve any disagreements that may arise.42511.3.2.5",[]
32,11.3,11.3 PERFORM QUALITATIVE RISK ANALYSIS,11.3.2,11.3 PERFORM QUALITATIVE RISK ANALYSIS Tools and Techniques,Tools and Techniques,11.3.2.5 Risk categorization,11.3.2,"11.3.2.5 RISK CA TEGORIZATION
Risks to the project can be categorized by sources of risk (e.g., using the risk breakdown structure (RBS); see 

5-13, and 5-14), or other useful categories (e.g., project phase, project budget, and roles and responsibilities) to determine the areas of the project most exposed to the effects of uncertainty. Risks can also be categorized by common root causes. Risk categories that may be used for the project are deﬁned in the risk management plan.
Grouping risks into categories can lead to the development of more effective risk responses by focusing attention and 
effort on the areas of highest risk exposure, or by developing generic risk responses to address groups of related risks.
11.3.2.6",[]
33,11.3,11.3 PERFORM QUALITATIVE RISK ANALYSIS,11.3.2,11.3 PERFORM QUALITATIVE RISK ANALYSIS Tools and Techniques,Tools and Techniques,11.3.2.6 Data representation matrix,11.3.2,"11.3.2.6 DATA REPRESENTA TION
Data representation techniques that can be used during this process include but are not limited to:
uuProbability and impact matrix. A probability and impact matrix is a grid for mapping the probability of each 
risk occurrence and its impact on project objectives if that risk occurs. This matrix speciﬁes combinations of probability and impact that allow individual project risks to be divided into priority groups (see 
An organization can assess a risk separately for each objective (e.g., cost, time, and scope) by having a separate 
probability and impact matrix for each. Alternatively, it may develop ways to determine one overall priority level for each risk, either by combining assessments for different objectives, or by taking the highest priority level regardless of which objective is affected.
uuHierarchical charts. Where risks have been categorized using more than two parameters, the probability and 
impact matrix cannot be used and other graphical representations are required. For example, a bubble chart displays three dimensions of data, where each risk is plotted as a disk (bubble), and the three parameters are represented by the x-axis value, the y-axis value, and the bubble size. An example bubble chart is shown in 426 Part 1 - Guide
11.3.2.7",[]
34,11.3,11.3 PERFORM QUALITATIVE RISK ANALYSIS,11.3.2,11.3 PERFORM QUALITATIVE RISK ANALYSIS Tools and Techniques,Tools and Techniques,11.3.2.7 Meetings,11.3.2,"11.3.2.7 MEETIN GS
To undertake qualitative risk analysis, the project team may conduct a specialized meeting (often called a risk 
workshop) dedicated to the discussion of identiﬁed individual project risks. The goals of this meeting include the review 
of previously identiﬁed risks, assessment of probability and impacts (and possibly other risk parameters), categorization, and prioritization. A risk owner, who will be responsible for planning an appropriate risk response and for reporting progress on managing the risk, will be allocated to each individual project risk as part of the Perform Qualitative Risk Analysis process. The meeting may start by reviewing and conﬁrming the probability and impact scales to be used for the analysis. The meeting may also identify additional risks during the discussion, and these should be recorded for analysis. Use of a skilled facilitator will increase the effectiveness of the meeting.
able42711.3.3 PERF ORM  QUALIT ATIVE RISK A NALY SIS: OU TPUTS
11.3.3.1",[]
35,11.3,11.3 PERFORM QUALITATIVE RISK ANALYSIS,11.3.3,11.3 PERFORM QUALITATIVE RISK ANALYSIS OUTPUTS,OUTPUTS,11.3.3.1 Project documents updates,11.3.3,"11.3.3.1 PROJECT DOCUM ENTS UPDA TES
Project documents that may be updated as a result of carrying out this process include but are not limited to:
uuAssumption log. Described in Section 4.1.3.2. During the Perform Qualitative Risk Analysis process, new 
assumptions may be made, new constraints may be identiﬁed, and existing assumptions or constraints may be revisited and changed. The assumption log should be updated with this new information.
uuIssue log. Described in Section 4.3.3.3. The issue log should be updated to capture any new issues uncovered or changes in currently logged issues.
uuRisk register. Described in Section 11.2.3.1. The risk register is updated with new information generated during the Perform Qualitative Risk Analysis process. Updates to the risk register may include assessments of probability and impacts for each individual project risk, its priority level or risk score, the nominated risk owner, risk urgency information or risk categorization, and a watch list for low-priority risks or risks requiring further analysis.
uuRisk report. Described in Section 11.2.3.2. The risk report is updated to reﬂect the most important individual project risks (usually those with the highest probability and impact), as well as a prioritized list of all identiﬁed risks on the project and a summary conclusion.430 Part 1 - Guide11.4.1 PERF ORM  QUANTIT ATIVE RISK A NALY SIS: INPU TS
11.4.1.1","['Section 4.1.3.2.', 'Section 4.3.3.3.', 'Section 11.2.3.1', 'Section 11.2.3.2']"
36,11.4,11.4 PERFORM QUANTITATIVE RISK ANALYSIS,11.4.1,11.4 PERFORM QUANTITATIVE RISK ANALYSIS INPUTS,INPUTS,11.4.1.1 Project management plan,11.4.1,"11.4.1.1 PROJECT MANAGEM ENT PLAN
Described in Section 4.2.3.1. Project management plan components include but are not limited to:
uuRisk management plan. Described in Section 11.1.3.1. The risk management plan speciﬁes whether quantitative 
risk analysis is required for the project. It also details the resources available for the analysis and the expected frequency of analyses.
uuScope baseline. Described in Section 5.4.3.1. The scope baseline describes the starting point from which the effect of individual project risks and other sources of uncertainty are evaluated.
uuSchedule baseline. Described in Section 6.5.3.1. The schedule baseline describes the starting point from which the effect of individual project risks and other sources of uncertainty can be evaluated.
uuCost baseline. Described in Section 7.3.3.1. The cost baseline describes the starting point from which the effect of individual project risks and other sources of uncertainty can be evaluated.
11.4.1.2","['Section 4.2.3.1.', 'Section 11.1.3.1', 'Section 5.4.3.1.', 'Section 6.5.3.1.', 'Section 7.3.3.1.']"
37,11.4,11.4 PERFORM QUANTITATIVE RISK ANALYSIS,11.4.1,11.4 PERFORM QUANTITATIVE RISK ANALYSIS INPUTS,INPUTS,11.4.1.2 Project documents,11.4.1,"11.4.1.2 PROJECT DOCUM ENTS
Project documents that can be considered as inputs for this process include but are not limited to:
uuAssumption log. Described in Section 4.1.3.2. Assumptions may form inputs to the quantitative risk analysis if they are assessed as posing a risk to project objectives. The effect of constraints may also be modeled during a quantitative risk analysis.
uuBasis of estimates. Described in Sections 6.4.3.2 and 7.2.3.2. The basis of estimates used in the planning of the project may be reﬂected in variability modeled during a quantitative risk analysis process. This may include information on the estimate’s purpose, classiﬁcation, assumed accuracy, methodology, and source.
uuCost estimates. Described in Section 7.2.3.1. Cost estimates provide the starting point from which cost variability is evaluated.
uuCost forecasts. Described in Section 7.4.3.2. Forecasts such as the project’s estimate to complete (ETC), estimate at completion (EAC), budget at completion (BAC), and to-complete performance index (TCPI) may be compared to the results of a quantitative cost risk analysis to determine the conﬁdence level associated with achieving these targets.
uuDuration estimates. Described in Section 6.4.3.1. Duration estimates provide the starting point from which schedule variability is evaluated.
uuMilestone list. Described in Section 6.2.3.3. Signiﬁcant events in the project deﬁne the schedule targets against which the results of a quantitative schedule risk analysis are compared, in order to determine the conﬁdence level associated with achieving these targets.431uuResource requirements. Described in Section 9.2.3.1. Resource requirements provide the starting point from 
which variability is evaluated.
uuRisk register. Described in Section 11.2.3.1. The risk register contains details of individual project risks to be 
used as input for quantitative risk analysis.
uuRisk report. Described in Section 11.2.3.2. The risk report describes sources of overall project risk and the current overall project risk status.
uuSchedule forecasts. Described in Section 6.6.3.2. Forecasts may be compared to the results of a quantitative schedule risk analysis to determine the conﬁdence level associated with achieving these targets.
11.4.1.3","['Section 4.1.3.2.', 'Section 7.2.3.1.', 'Section 7.4.3.2.', 'Section 6.4.3.1.', 'Section 6.2.3.3.', 'Section 9.2.3.1.', 'Section 11.2.3.1', 'Section 11.2.3.2', 'Section 6.6.3.2.']"
38,11.4,11.4 PERFORM QUANTITATIVE RISK ANALYSIS,11.4.1,11.4 PERFORM QUANTITATIVE RISK ANALYSIS INPUTS,INPUTS,11.4.1.3 Enterprise environmental factors,11.4.1,"11.4.1.3 ENTERPR ISE ENVIRONM ENTAL  FACTORS
The enterprise environmental factors that can inﬂuence the Perform Quantitative Risk Analysis process include but 
are not limited to:
uuIndustry studies of similar projects, and
uuPublished material, including commercial risk databases or checklists.
11.4.1.4",[]
39,11.4,11.4 PERFORM QUANTITATIVE RISK ANALYSIS,11.4.1,11.4 PERFORM QUANTITATIVE RISK ANALYSIS INPUTS,INPUTS,11.4.1.4 Organizational process assets,11.4.1,"11.4.1.4 ORGANIZATIONAL  PROCE SS ASSE TS
The organizational process assets that can inﬂuence the Perform Quantitative Risk Analysis process include 
information from similar completed projects.
11.4.2 PERF ORM  QUANTIT ATIVE RISK A NALY SIS: TOO LS AND TEC HNIQUES
11.4.2.1",[]
40,11.4,11.4 PERFORM QUANTITATIVE RISK ANALYSIS,11.4.2,11.4 PERFORM QUANTITATIVE RISK ANALYSIS Tools and Techniques,Tools and Techniques,11.4.2.1 Expert judgment,11.4.2,"11.4.2.1 EXPER T JUDGMENT
Described in Section 4.1.2.1. Expertise should be considered from individuals or groups with specialized knowledge 
or training in the following topics:
uuTranslating information on individual project risks and other sources of uncertainty into numeric inputs for the quantitative risk analysis model,
uuSelecting the most appropriate representation of uncertainty to model particular risks or other sources of uncertainty,
uuModeling techniques that are appropriate in the context of the project,
uuIdentifying which tools would be most suitable for the selected modeling techniques, and
uuInterpreting the outputs of quantitative risk analysis.432 Part 1 - Guide11.4.2.2",['Section 4.1.2.1.']
41,11.4,11.4 PERFORM QUANTITATIVE RISK ANALYSIS,11.4.2,11.4 PERFORM QUANTITATIVE RISK ANALYSIS Tools and Techniques,Tools and Techniques,11.4.2.2 Data gathering,11.4.2,"11.4.2.2 DATA GA THERING
Interviews (see Section 5.2.2.2) may be used to generate inputs for the quantitative risk analysis, drawing on inputs 
that include individual project risks and other sources of uncertainty. This is particularly useful where information is 
required from experts. The interviewer should promote an environment of trust and conﬁdentiality during the interview to encourage honest and unbiased contributions.
11.4.2.3",['Section 5.2.2.2)']
42,11.4,11.4 PERFORM QUANTITATIVE RISK ANALYSIS,11.4.2,11.4 PERFORM QUANTITATIVE RISK ANALYSIS Tools and Techniques,Tools and Techniques,11.4.2.3 Interpersonal and team skills,11.4.2,"11.4.2.3 INT ERPERSONAL  AND TEAM S KILLS
Interpersonal and team skills that can be used for this process include but are not limited to facilitation (see 
Section 4.1.2.3). A skilled facilitator is useful for gathering input data during a dedicated risk workshop involving 
project team members and other stakeholders. Facilitated workshops can improve effectiveness by establishing a clear understanding of the purpose of the workshop, building consensus among participants, ensuring continued focus on the task, and using creative approaches to deal with interpersonal conﬂict or sources of bias.
11.4.2.4",['Section 4.1.2.3)']
43,11.4,11.4 PERFORM QUANTITATIVE RISK ANALYSIS,11.4.2,11.4 PERFORM QUANTITATIVE RISK ANALYSIS Tools and Techniques,Tools and Techniques,11.4.2.4 Representations of uncertainty,11.4.2,"11.4.2.4 REPRESENTA TIONS  OF UNC ERTAINTY
Quantita tive risk analysis requires inputs to a quantitative risk analysis model that reﬂect individual project risks and 
other sources of uncertainty.
Where the duration, cost, or resource requirement for a planned activity is uncertain, the range of possible values 
can be represented in the model as a probability distribution. This may take several forms. The most commonly used 
are triangular, normal, lognormal, beta, uniform, or discrete distributions. Care should be taken when selecting an appropriate probability distribution to reﬂect the range of possible values for the planned activity.
Individual project risks may be covered by probability distributions. Alternatively, risks may be included in the 
model as probabilistic branches, where optional activities are added to the model to represent the time and/or cost impact of the risk should it occur, and the chance that these activities actually occur in a particular simulation run matches the risk’s probability. Branches are most useful for risks that might occur independently of any planned activity. Where risks are related, for example, with a common cause or a logical dependency, correlation is used in the model to indicate this relationship.
Other sources of uncertainty may also be represented using branches to describe alternative paths through 
the project.43311.4.2.5",[]
44,11.4,11.4 PERFORM QUANTITATIVE RISK ANALYSIS,11.4.2,11.4 PERFORM QUANTITATIVE RISK ANALYSIS Tools and Techniques,Tools and Techniques,11.4.2.5 Data analysis,11.4.2,"11.4.2.5 DATA ANALY SIS
Data analysis techniques that can be used during this process include but are not limited to:
uuSimulation. Quantitative risk analysis uses a model that simulates the combined effects of individual project risks 
and other sources of uncertainty to evaluate their potential impact on achieving project objectives. Simulations 
are typically performed using a Monte Carlo analysis. When running a Monte Carlo analysis for cost risk, the simulation uses the project cost estimates. When running a Monte Carlo analysis for schedule risk, the schedule network diagram and duration estimates are used. An integrated quantitative cost-schedule risk analysis uses both inputs. The output is a quantitative risk analysis model.
Computer software is used to iterate the quantitative risk analysis model several thousand times. The input 
values (e.g., cost estimates, duration estimates, or occurrence of probabilistic branches) are chosen at random for each iteration. Outputs represent the range of possible outcomes for the project (e.g., project end date, project cost at completion). Typical outputs include a histogram presenting the number of iterations where a particular outcome resulted from the simulation, or a cumulative probability distribution (S-curve) representing the probability of achieving any particular outcome or less. An example S-curve from a Monte Carlo cost risk analysis is ainty434 Part 1 - GuideFor a quantitative schedule risk analysis, it is also possible to conduct a criticality analysis that determines which 
elements of the risk model have the greatest effect on the project critical path. A criticality index is calculated for each element in the risk model, which gives the frequency with which that element appears on the critical path during the simulation, usually expressed as a percentage. The output from a criticality analysis allows the project team to focus risk response planning efforts on those activities with the highest potential effect on the overall schedule performance of the project.
uuSensitivity analysis. Sensitivity analysis helps to determine which individual project risks or other sources of uncertainty have the most potential impact on project outcomes. It correlates variations in project outcomes with variations in elements of the quantitative risk analysis model.
One typical display of sensitivity analysis is the tornado diagram, which presents the calculated correlation 
coefﬁcient for each element of the quantitative risk analysis model that can inﬂuence the project outcome. This can include individual project risks, project activities with high degrees of variability, or speciﬁc sources of ambiguity. Items are ordered by descending strength of correlation, giving the typical tornado appearance.  
An example tornado diagram is 435uuDecision tree analysis. Decision trees are used to support selection of the best of several alternative courses of 
action. Alternative paths through the project are shown in the decision tree using branches representing different decisions or events, each of which can have associated costs and related individual project risks (including both threats and opportunities). The end-points of branches in the decision tree represent the outcome from following that particular path, which can be negative or positive.
The decision tree is evaluated by calculating the expected monetary value of each branch, allowing the optimal 
path to be selected. An example decision tree 436 Part 1 - GuideuuInfluence diagrams. Inﬂuence diagrams are graphical aids to decision making under uncertainty. An inﬂuence 
diagram represents a project or situation within the project as a set of entities, outcomes, and inﬂuences, together with the relationships and effects between them. Where an element in the inﬂuence diagram is uncertain as a result of the existence of individual project risks or other sources of uncertainty, this can be represented in the inﬂuence diagram using ranges or probability distributions. The inﬂuence diagram is then evaluated using a simulation technique, such as Monte Carlo analysis, to indicate which elements have the greatest inﬂuence on key outcomes. Outputs from an inﬂuence diagram are similar to other quantitative risk analysis methods, including S-curves and tornado diagrams.
11.4.3 PERF ORM  QUANTIT ATIVE RISK A NALY SIS: OU TPUTS
11.4.3.1",[]
45,11.4,11.4 PERFORM QUANTITATIVE RISK ANALYSIS,11.4.3,11.4 PERFORM QUANTITATIVE RISK ANALYSIS OUTPUTS,OUTPUTS,11.4.3.1 Project documents updates,11.4.3,"11.4.3.1 PROJECT DOCUM ENTS UPDA TES
Project documents that can be considered as outputs for this process include but are not limited to the risk report 
described in Section 11.2.3.2. The risk report will be updated to reﬂect the results of the quantitative risk analysis. This will typically include:
uuAssessment of overall project risk exposure. Overall project risk is reﬂected in two key measures:
u nChances of project success, indicated by the probability that the project will achieve its key objectives (e.g., required end date or interim milestones, required cost target, etc.) given the identiﬁed individual project risks and other sources of uncertainty; and
u nDegree of inherent variability remaining within the project at the time the analysis was conducted, indicated by the range of possible project outcomes.
uuDetailed probabilistic analysis of the project. Key outputs from the quantitative risk analysis are presented, such as S-curves, tornado diagrams, and criticality analysis, together with a narrative interpretation of the results. Possible detailed results of a quantitative risk analysis may include:
u nAmount of contingency reserve needed to provide a speciﬁed level of conﬁdence;
u nIdentiﬁcation of individual project risks or other sources of uncertainty that have the greatest effect on the project critical path; and
u nMajor drivers of overall project risk, with the greatest inﬂuence on uncertainty in project outcomes.
uuPrioritized list of individual project risks. This list includes those individual project risks that pose the greatest threat or present the greatest opportunity to the project, as indicated by sensitivity analysis.
uuTrends in quantitative risk analysis results. As the analysis is repeated at different times during the project life 
cycle, trends may become apparent that inform the planning of risk responses.
uuRecommended risk responses. The risk report may present suggested responses to the level of overall project risk exposure or key individual project risks, based on the results of the quantitative risk analysis. These recommendations will form inputs to the Plan Risk Responses process.439Effective and appropriate risk responses can minimize individual threats, maximize individual opportunities, and 
reduce overall project risk exposure. Unsuitable risk responses can have the converse effect. Once risks have been 
identiﬁed, analyzed, and prioritized, plans should be developed by the nominated risk owner for addressing every individual project risk the project team considers to be sufﬁciently important, either because of the threat it poses to the project objectives or the opportunity it offers. The project manager should also consider how to respond appropriately to the current level of overall project risk.
Risk responses should be appropriate for the signiﬁcance of the risk, cost-effective in meeting the challenge, realistic 
within the project context, agreed upon by all parties involved, and owned by a responsible person. Selecting the optimal risk response from several options is often required. The strategy or mix of strategies most likely to be effective should be selected for each risk. Structured decision-making techniques may be used to choose the most appropriate response. For large or complex projects, it may be appropriate to use a mathematical optimization model or real options analysis as a basis for a more robust economic analysis of alternative risk response strategies.
Speciﬁc actions are developed to implement the agreed-upon risk response strategy, including primary and backup 
strategies, as necessary. A contingency plan (or fallback plan) can be developed for implementation if the selected strategy turns out not to be fully effective or if an accepted risk occurs. Secondary risks should also be identiﬁed. Secondary risks are risks that arise as a direct result of implementing a risk response. A contingency reserve is often allocated for time or cost. If developed, it may include identiﬁcation of the conditions that trigger its use.
11.5.1 PL AN RISK RE SPONSES : INPUTS
11.5.1.1",['Section 11.2.3.2']
46,11.5,11.5 PLAN RISK RESPONSES,11.5.1,11.5 PLAN RISK RESPONSES INPUTS,INPUTS,11.5.1.1 Project management plan,11.5.1,"11.5.1.1 PROJECT MANAGEM ENT PLAN
Described in Section 4.2.3.1. Project management plan components include but are not limited to:
uuResource management plan. Described in Section 9.1.3.1. The resource management plan is used to help determine how resources allocated to agreed-upon risk responses will be coordinated with other project resources.
uuRisk management plan. Described in Section 11.1.3.1. Risk management roles and responsibilities and risk thresholds are used in this process.
uuCost baseline. Described in Section 7.3.3.1. The cost baseline has information on the contingency fund that is allocated to respond to risks.440 Part 1 - Guide11.5.1.2","['Section 4.2.3.1.', 'Section 9.1.3.1.', 'Section 11.1.3.1', 'Section 7.3.3.1.']"
47,11.5,11.5 PLAN RISK RESPONSES,11.5.1,11.5 PLAN RISK RESPONSES INPUTS,INPUTS,11.5.1.2 Project documents,11.5.1,"11.5.1.2 PROJECT DOCUM ENTS
Project documents that can be considered as inputs for this process include but are not limited to:
uuLessons learned register. Described in Section 4.4.3.1. Lessons learned about effective risk responses used in 
earlier phases of the project are reviewed to determine if similar responses might be useful during the remainder of the project.
uuProject schedule. Described in Section 6.5.3.2. The schedule is used to determine how agreed-upon risk responses will be scheduled alongside other project activities.
uuProject team assignments. Described in Section 9.3.3.2. Project team assignments can show the resources that can be allocated to agreed-upon risk responses.
uuResource calendars. Described in Section 9.2.1.2. Resource calendars identify when potential resources are available to be allocated to agreed-upon risk responses.
uuRisk register. Described in Section 11.2.3.1. The risk register contains details of individual project risks that have been identiﬁed and prioritized, and for which risk responses are required. The priority level for each risk can help to guide the selection of appropriate risk responses. For example, high-priority threats or opportunities may require priority action and highly proactive response strategies. Threats and opportunities in the low-priority zone may not require proactive management action beyond being placed in the risk register as part of the watch list or adding a contingency reserve.
The risk register identiﬁes the nominated risk owner for each risk. It may also contain preliminary risk responses 
identiﬁed earlier in the Project Risk Management process. The risk register may provide other data on identiﬁed risks that can assist in planning risk responses, including root causes, risk triggers and warning signs, risks requiring responses in the near term, and risks where a need for additional analysis has been identiﬁed.
uuRisk report. Described in Section 11.2.3.2. The risk report presents the current level of overall risk exposure of the project that will inform selection of the risk response strategy. The risk report may also list individual project risks in priority order and provide additional analysis of the distribution of individual project risks that may inform risk response selection.
uuStakeholder register. Described in Section 13.1.3.1. The stakeholder register identiﬁes potential owners for risk responses.44111.5.1.3","['Section 4.4.3.1.', 'Section 6.5.3.2.', 'Section 9.3.3.2.', 'Section 9.2.1.2.', 'Section 11.2.3.1', 'Section 11.2.3.2', 'Section 13.1.3.1']"
48,11.5,11.5 PLAN RISK RESPONSES,11.5.1,11.5 PLAN RISK RESPONSES INPUTS,INPUTS,11.5.1.3 Enterprise environmental factors,11.5.1,"11.5.1.3 ENTERPR ISE ENVIRONM ENTAL  FACTORS
The enterprise environmental factors that can inﬂuence the Plan Risk Responses process include but are not limited 
to the risk appetite and thresholds of key stakeholders.
11.5.1.4",[]
49,11.5,11.5 PLAN RISK RESPONSES,11.5.1,11.5 PLAN RISK RESPONSES INPUTS,INPUTS,11.5.1.4 Organizational process assets,11.5.1,"11.5.1.4 ORGANIZATIONAL  PROCE SS ASSE TS
The organizational process assets that can inﬂuence the Plan Risk Responses process include but are not limited to:
uuTemplates for the risk management plan, risk register, and risk report;
uuHistorical databases; and
uuLessons learned repositories from similar projects.
11.5.2 PL AN RISK RE SPONSES:  TOO LS AND TEC HNIQUES
11.5.2.1",[]
50,11.5,11.5 PLAN RISK RESPONSES,11.5.2,11.5 PLAN RISK RESPONSES Tools and Techniques,Tools and Techniques,11.5.2.1 Expert judgment,11.5.2,"11.5.2.1 EXPER T JUDGMENT
Described in Section 4.1.2.1. Expertise should be considered from individuals or groups with specialized knowledge 
in the following topics:
uuThreat response strategies,
uuOpportunity response strategies,
uuContingent response strategies, and
uuOverall project risk response strategies.
Expert input may be sought from individuals with particular subject matter expertise relevant to a speciﬁc individual 
project risk, for example, where specialist technical knowledge is required.442 Part 1 - Guide11.5.2.2",['Section 4.1.2.1.']
51,11.5,11.5 PLAN RISK RESPONSES,11.5.2,11.5 PLAN RISK RESPONSES Tools and Techniques,Tools and Techniques,11.5.2.2 Data gathering,11.5.2,"11.5.2.2 DATA GA THERING
Data-ga thering techniques that can be used for this process include but are not limited to interviews (see 
Section 5.2.2.2). Development of responses to individual project risks and overall project risk may be undertaken 
during structured or semi-structured interviews (see Section 5.2.2.2) with risk owners. Other stakeholders may also be interviewed if necessary. The interviewer should promote an environment of trust and confidentiality in the interview setting to encourage honest and unbiased decisions.
11.5.2.3","['Section 5.2.2.2)', 'Section 5.2.2.2)']"
52,11.5,11.5 PLAN RISK RESPONSES,11.5.2,11.5 PLAN RISK RESPONSES Tools and Techniques,Tools and Techniques,11.5.2.3 Interpersonal and team skills,11.5.2,"11.5.2.3 INT ERPERSONAL  AND TEAM S KILLS
Interpersonal and team skills that can be used for this process includes but are not limited to facilitation (see 
Section 4.1.2.3). The use of facilitation improves the effectiveness of developing responses to individual project 
risks and overall project risk. A skilled facilitator can help risk owners understand the risk, identify and compare alternative possible risk response strategies, choose an appropriate response strategy, and identify and overcome sources of bias.
11.5.2.4",['Section 4.1.2.3)']
53,11.5,11.5 PLAN RISK RESPONSES,11.5.2,11.5 PLAN RISK RESPONSES Tools and Techniques,Tools and Techniques,11.5.2.4 Strategies for threats,11.5.2,"11.5.2.4 ST RATEGIES F OR THREATS
Five alternative strategies may be considered for dealing with threats, as follows:
uuEscalate. Escalation is appropriate when the project team or the project sponsor agrees that a threat is outside 
the scope of the project or that the proposed response would exceed the project manager’s authority. Escalated 
risks are managed at the program level, portfolio level, or other relevant part of the organization, and not on the project level. The project manager determines who should be notiﬁed about the threat and communicates the details to that person or part of the organization. It is important that ownership of escalated threats is accepted by the relevant party in the organization. Threats are usually escalated to the level that matches the objectives that would be affected if the threat occurred. Escalated threats are not monitored further by the project team after escalation, although they may be recorded in the risk register for information.443uuAvoid. Risk avoidance is when the project team acts to eliminate the threat or protect the project from its 
impact. It may be appropriate for high-priority threats with a high probability of occurrence and a large negative 
impact. Avoidance may involve changing some aspect of the project management plan or changing the objective that is in jeopardy in order to eliminate the threat entirely, reducing its probability of occurrence to zero. The risk owner may also take action to isolate the project objectives from the risk’s impact if it were to occur. Examples of avoidance actions may include removing the cause of a threat, extending the schedule, changing the project strategy, or reducing scope. Some risks can be avoided by clarifying requirements, obtaining information, improving communication, or acquiring expertise.
uuTransfer. Transfer involves shifting ownership of a threat to a third party to manage the risk and to bear the impact if the threat occurs. Risk transfer often involves payment of a risk premium to the party taking on the threat. Transfer can be achieved by a range of actions, which include but are not limited to the use of insurance, performance bonds, warranties, guarantees, etc. Agreements may be used to transfer ownership and liability for speciﬁed risks to another party.
uuMitigate. In risk mitigation, action is taken to reduce the probability of occurrence and/or impact of a threat. Early mitigation action is often more effective than trying to repair the damage after the threat has occurred. Adopting less complex processes, conducting more tests, or choosing a more stable seller are examples of mitigation actions. Mitigation may involve prototype development (see Section 5.2.2.8) to reduce the risk of scaling up from a bench-scale model of a process or product. Where it is not possible to reduce probability, a mitigation response might reduce the impact by targeting factors that drive the severity. For example, designing redundancy into a system may reduce the impact from a failure of the original component.
uuAccept. Risk acceptance acknowledges the existence of a threat, but no proactive action is taken. This strategy may be appropriate for low-priority threats, and it may also be adopted where it is not possible or cost-effective to address a threat in any other way. Acceptance can be either active or passive. The most common active acceptance strategy is to establish a contingency reserve, including amounts of time, money, or resources to handle the threat if it occurs. Passive acceptance involves no proactive action apart from periodic review of the threat to ensure that it does not change signiﬁcantly.444 Part 1 - Guide11.5.2.5",['Section 5.2.2.8)']
